person_id,sex,age_band,education,risk_tier,p_active_bettor,is_active_bettor,bets_per_year,yearly_total_staked_usd,yearly_total_payout_usd,yearly_net_gain_loss_usd
Q2_000024,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_000025,Male,35-49,No college,high,0.3666409859291791,True,251,50725.800506250016,59580.56904750001,8854.768541249992
Q2_000026,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000027,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000028,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_000029,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000030,Male,35-49,B.A. or higher,high,0.4801251006215442,True,250,53389.67760000001,51345.43389675,-2044.2437032500093
Q2_000031,Male,35-49,B.A. or higher,high,0.4801251006215442,True,223,53114.1212925,47637.7011765,-5476.420116000001
Q2_000032,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_000033,Female,65+,B.A. or higher,low,0.0268253737842938,False,0,0.0,0.0,0.0
Q2_000034,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000035,Male,18-34,B.A. or higher,high,0.5183560089206772,True,224,51178.014140625004,43043.047171875005,-8134.966968749999
Q2_000036,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000037,Female,18-34,No college,medium,0.1751685823249185,True,93,10230.890156250003,7795.85275,-2435.037406250003
Q2_000038,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000039,Female,35-49,No college,medium,0.1622491719341769,True,114,11662.176187500001,12213.843112499999,551.6669249999977
Q2_000040,Male,35-49,B.A. or higher,high,0.4801251006215442,True,207,48230.15581125,48278.013786,47.85797475000436
Q2_000041,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000042,Male,35-49,No college,high,0.3666409859291791,True,199,36329.94311625001,35233.71259050001,-1096.2305257500047
Q2_000043,Male,35-49,B.A. or higher,high,0.4801251006215442,True,223,55245.438731250004,40842.3831795,-14403.055551750003
Q2_000044,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_000045,Male,35-49,No college,high,0.3666409859291791,True,230,44780.65633125001,28945.330724250005,-15835.325607000002
Q2_000046,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000047,Male,18-34,B.A. or higher,high,0.5183560089206772,True,211,45407.79435937501,64491.37177500001,19083.577415624997
Q2_000048,Female,50-64,B.A. or higher,low,0.0548700827406009,False,0,0.0,0.0,0.0
Q2_000049,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000050,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000051,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000052,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_000053,Male,35-49,No college,high,0.3666409859291791,True,232,51228.57431250001,27888.763873500007,-23339.810439
Q2_000054,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000055,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000056,Male,35-49,No college,high,0.3666409859291791,True,217,42972.800715000005,40771.68710625001,-2201.113608749998
Q2_000057,Male,18-34,B.A. or higher,high,0.5183560089206772,True,217,45315.41878125001,45010.67234062501,-304.7464406250001
Q2_000058,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000059,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000060,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000061,Male,35-49,B.A. or higher,high,0.4801251006215442,True,212,49952.8542825,71904.23216775,21951.377885250004
Q2_000062,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000063,Male,18-34,No college,high,0.3958354977212443,True,251,48954.213,46125.683381250004,-2828.529618749999
Q2_000064,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000065,Male,35-49,B.A. or higher,high,0.4801251006215442,True,255,54016.66679625001,41177.903420250004,-12838.763376000003
Q2_000066,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000067,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000068,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_000069,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_000070,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000071,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000072,Male,18-34,B.A. or higher,high,0.5183560089206772,True,218,50754.928921875005,47091.396318750005,-3663.5326031250006
Q2_000073,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000074,Female,35-49,No college,medium,0.1622491719341769,True,104,10678.120125000001,10450.26309375,-227.85703125000146
Q2_000075,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_000076,Female,50-64,B.A. or higher,low,0.0548700827406009,False,0,0.0,0.0,0.0
Q2_000077,Female,50-64,B.A. or higher,low,0.0548700827406009,False,0,0.0,0.0,0.0
Q2_000078,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000079,Male,18-34,No college,high,0.3958354977212443,True,244,47334.678187500016,42281.91278437501,-5052.765403125006
Q2_000080,Male,35-49,No college,high,0.3666409859291791,True,242,44191.28350125001,36310.80172050001,-7880.48178075
Q2_000081,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000082,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000083,Male,35-49,No college,high,0.3666409859291791,True,228,38752.585695,24921.215851500005,-13831.369843499997
Q2_000084,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000085,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_000086,Female,18-34,No college,medium,0.1751685823249185,True,99,13846.001953125004,9013.968968750001,-4832.032984375002
Q2_000087,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000088,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000089,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000090,Male,18-34,No college,high,0.3958354977212443,True,257,54746.61637500001,67608.71524687501,12862.098871875001
Q2_000091,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000092,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000093,Male,18-34,B.A. or higher,high,0.5183560089206772,True,261,65080.07381250001,51098.07926250001,-13981.994550000003
Q2_000094,Male,18-34,B.A. or higher,high,0.5183560089206772,True,217,47278.970296875006,24735.644353125004,-22543.325943750002
Q2_000095,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_000096,Male,35-49,B.A. or higher,high,0.4801251006215442,True,215,49358.359125,55341.343300500004,5982.984175500002
Q2_000097,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000098,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000099,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000100,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_000101,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_000102,Male,35-49,B.A. or higher,high,0.4801251006215442,True,226,47034.47806875,45289.0080495,-1745.4700192500022
Q2_000103,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_000104,Male,65+,B.A. or higher,low,0.0606183771229496,False,0,0.0,0.0,0.0
Q2_000105,Male,35-49,No college,high,0.3666409859291791,True,215,37629.22227750001,29063.029007250003,-8566.193270250009
Q2_000106,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000107,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000108,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_000109,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000110,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_000111,Male,18-34,B.A. or higher,high,0.5183560089206772,True,236,47116.86932812501,45105.68480625001,-2011.1845218750022
Q2_000112,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000113,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_000114,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000115,Female,35-49,B.A. or higher,medium,0.212469153723327,True,99,13224.119906250002,11810.179012500003,-1413.9408937499993
Q2_000116,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000117,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000118,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000119,Male,18-34,B.A. or higher,high,0.5183560089206772,True,226,46082.90517187501,39137.83368750001,-6945.071484375003
Q2_000120,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000121,Male,18-34,No college,high,0.3958354977212443,True,245,45280.45139062501,53529.33341250001,8248.882021875004
Q2_000122,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000123,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000124,Male,18-34,B.A. or higher,high,0.5183560089206772,True,212,52297.33907812501,45272.26510312501,-7025.073974999999
Q2_000125,Female,18-34,B.A. or higher,medium,0.2293874292350123,True,88,13913.984765624999,14714.697421875,800.7126562500016
Q2_000126,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000127,Female,65+,No college,low,0.0204848308898243,False,0,0.0,0.0,0.0
Q2_000128,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000129,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000130,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000131,Female,35-49,B.A. or higher,medium,0.212469153723327,True,93,11178.696375000001,10577.023874999999,-601.6725000000024
Q2_000132,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_000133,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000134,Male,18-34,B.A. or higher,high,0.5183560089206772,True,250,55846.82629687501,45267.83648437502,-10578.989812499996
Q2_000135,Male,18-34,No college,high,0.3958354977212443,True,246,45269.836734375014,33329.424459375005,-11940.41227500001
Q2_000136,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_000137,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_000138,Male,18-34,B.A. or higher,high,0.5183560089206772,True,240,49282.07512500001,35365.766118750005,-13916.309006250005
Q2_000139,Male,35-49,No college,high,0.3666409859291791,True,211,43125.94657125,54232.51008375001,11106.563512500004
Q2_000140,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000141,Male,18-34,No college,high,0.3958354977212443,True,235,41256.76964062501,30321.40536562501,-10935.364275
Q2_000142,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000143,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_000144,Male,18-34,No college,high,0.3958354977212443,True,246,50113.609734375015,56126.143631250015,6012.533896875
Q2_000145,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000146,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_000147,Female,65+,No college,low,0.0204848308898243,False,0,0.0,0.0,0.0
Q2_000148,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000149,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000150,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_000151,Male,35-49,No college,high,0.3666409859291791,True,246,53799.51496500001,52158.92253525001,-1640.5924297500023
Q2_000152,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_000153,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000154,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000155,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000156,Male,35-49,B.A. or higher,high,0.4801251006215442,True,248,57347.00569125,48923.556306750004,-8423.449384499996
Q2_000157,Female,50-64,B.A. or higher,low,0.0548700827406009,False,0,0.0,0.0,0.0
Q2_000158,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000159,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000160,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000161,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000162,Male,50-64,B.A. or higher,high,0.1239921350242151,True,171,38454.666187500006,26344.169212500005,-12110.496975000002
Q2_000163,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_000164,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_000165,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000166,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000167,Male,35-49,No college,high,0.3666409859291791,True,207,39157.008277500005,26543.739273750005,-12613.26900375
Q2_000168,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000169,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_000170,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_000171,Female,50-64,B.A. or higher,low,0.0548700827406009,False,0,0.0,0.0,0.0
Q2_000172,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000173,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_000174,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_000175,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000176,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_000177,Male,18-34,B.A. or higher,high,0.5183560089206772,True,217,46230.21590625001,60402.30300000001,14172.08709375
Q2_000178,Male,65+,No college,low,0.046290397075707,False,0,0.0,0.0,0.0
Q2_000179,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_000180,Male,35-49,B.A. or higher,high,0.4801251006215442,True,214,50908.9849425,71864.7763455,20955.791402999996
Q2_000181,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_000182,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_000183,Male,18-34,No college,high,0.3958354977212443,True,245,48470.15559375001,43510.30478437501,-4959.850809374999
Q2_000184,Female,50-64,No college,low,0.0419007904564589,True,33,2407.23984375,2291.856328125,-115.3835156250002
Q2_000185,Male,35-49,No college,high,0.3666409859291791,True,240,47262.50061750001,31942.611812250005,-15319.888805250004
Q2_000186,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000187,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000188,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000189,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000190,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_000191,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_000192,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_000193,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000194,Male,35-49,No college,high,0.3666409859291791,True,223,40505.279422499996,32261.728113000005,-8243.551309499991
Q2_000195,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000196,Female,35-49,B.A. or higher,medium,0.212469153723327,True,112,14951.71940625,14139.240637500001,-812.4787687499993
Q2_000197,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000198,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000199,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000200,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_000201,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000202,Male,65+,B.A. or higher,low,0.0606183771229496,False,0,0.0,0.0,0.0
Q2_000203,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000204,Female,35-49,B.A. or higher,medium,0.212469153723327,True,90,12314.93175,9795.743718749998,-2519.1880312500016
Q2_000205,Female,18-34,B.A. or higher,medium,0.2293874292350123,True,126,18722.637890625003,17896.944,-825.6938906250034
Q2_000206,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_000207,Female,18-34,No college,medium,0.1751685823249185,True,97,12118.802421875002,10036.08109375,-2082.7213281250024
Q2_000208,Male,35-49,B.A. or higher,high,0.4801251006215442,True,236,56262.95654625,66401.26810875001,10138.311562500006
Q2_000209,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000210,Male,18-34,No college,high,0.3958354977212443,True,255,52159.98459375001,58814.66157187501,6654.676978125004
Q2_000211,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000212,Male,18-34,No college,high,0.3958354977212443,True,212,47699.72057812501,48925.378940625014,1225.6583625000058
Q2_000213,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000214,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000215,Male,35-49,B.A. or higher,high,0.4801251006215442,True,198,43302.29337,24956.176239,-18346.117131
Q2_000216,Male,35-49,B.A. or higher,high,0.4801251006215442,True,239,54396.392647500004,107315.12102625,52918.72837874999
Q2_000217,Female,18-34,No college,medium,0.1751685823249185,True,100,11961.646328125002,16196.44821875,4234.801890624998
Q2_000218,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000219,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_000220,Male,18-34,B.A. or higher,high,0.5183560089206772,True,235,49061.91192187501,47221.51657500001,-1840.3953468750042
Q2_000221,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_000222,Male,18-34,No college,high,0.3958354977212443,True,242,46643.634984375,52819.85269687501,6176.217712500009
Q2_000223,Male,35-49,B.A. or higher,high,0.4801251006215442,True,224,55874.657069999994,41775.365051999994,-14099.292018
Q2_000224,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_000225,Female,50-64,B.A. or higher,low,0.0548700827406009,False,0,0.0,0.0,0.0
Q2_000226,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_000227,Female,18-34,B.A. or higher,medium,0.2293874292350123,True,122,18943.685859374997,24442.882,5499.196140625005
Q2_000228,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000229,Male,35-49,B.A. or higher,high,0.4801251006215442,True,210,54857.053518750006,71037.73018350001,16180.676664750004
Q2_000230,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000231,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000232,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000233,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_000234,Male,18-34,No college,high,0.3958354977212443,True,233,45324.87300000001,39642.13501875001,-5682.73798125
Q2_000235,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_000236,Male,35-49,No college,high,0.3666409859291791,True,228,43733.53531125,45412.73371800001,1679.1984067500089
Q2_000237,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000238,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000239,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_000240,Female,18-34,No college,medium,0.1751685823249185,True,110,12032.115234375002,9450.373515625,-2581.7417187500014
Q2_000241,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000242,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000243,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_000244,Male,18-34,No college,high,0.3958354977212443,True,259,53054.9600625,43514.76875625001,-9540.191306249995
Q2_000245,Male,18-34,No college,high,0.3958354977212443,True,234,50527.65403125001,50883.21593437501,355.5619031250026
Q2_000246,Male,35-49,No college,high,0.3666409859291791,True,223,45512.744940000004,35150.60984625001,-10362.135093749996
Q2_000247,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_000248,Male,18-34,B.A. or higher,high,0.5183560089206772,True,230,52068.80882812501,53752.055821875016,1683.2469937500064
Q2_000249,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000250,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_000251,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000252,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000253,Male,18-34,B.A. or higher,high,0.5183560089206772,True,245,65227.72260937501,44220.99214687501,-21006.730462499996
Q2_000254,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_000255,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_000256,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_000257,Male,35-49,No college,high,0.3666409859291791,True,225,40584.31296750001,62822.81005425001,22238.49708675
Q2_000258,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000259,Female,18-34,B.A. or higher,medium,0.2293874292350123,True,112,13359.124140625,13353.246203125,-5.877937499999462
Q2_000260,Male,18-34,No college,high,0.3958354977212443,True,268,47421.849234375004,56538.137700000014,9116.28846562501
Q2_000261,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000262,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_000263,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_000264,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000265,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_000266,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000267,Female,50-64,B.A. or higher,low,0.0548700827406009,False,0,0.0,0.0,0.0
Q2_000268,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000269,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_000270,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_000271,Female,18-34,B.A. or higher,medium,0.2293874292350123,True,105,12824.690390625,16772.496640625002,3947.8062500000015
Q2_000272,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_000273,Female,18-34,B.A. or higher,medium,0.2293874292350123,True,116,15140.222578125,10687.122140625,-4453.100437499999
